72|82
72|98
72|43
72|73
72|97
72|74
72|15
72|83
72|35
72|64
72|65
72|34
72|47
72|12
72|67
72|38
21|39
21|38
21|47
21|25
21|46
21|65
21|99
21|79
21|28
21|35
21|97
21|64
21|36
21|94
21|62
21|83
21|43
21|73
21|95
21|82
21|85
21|54
21|77
21|72
77|79
77|44
77|82
77|97
77|72
77|46
77|43
77|73
77|35
77|85
77|39
77|64
77|94
77|62
77|54
77|65
77|83
77|47
77|38
77|28
77|25
77|99
77|36
77|95
57|69
57|88
57|48
57|99
57|77
57|37
57|36
57|97
57|52
57|72
57|75
57|39
57|21
57|56
57|18
57|58
57|95
57|89
57|86
57|41
57|53
57|25
57|26
57|28
52|35
52|82
52|72
52|39
52|28
52|53
52|26
52|89
52|97
52|25
52|38
52|58
52|95
52|36
52|85
52|46
52|21
52|48
52|47
52|77
52|86
52|41
52|69
52|99
39|12
39|94
39|65
39|73
39|46
39|83
39|98
39|74
39|62
39|67
39|44
39|64
39|38
39|85
39|33
39|15
39|43
39|47
39|35
39|68
39|79
39|82
39|34
39|54
94|98
94|33
94|73
94|86
94|34
94|41
94|37
94|18
94|26
94|79
94|56
94|68
94|83
94|75
94|15
94|12
94|74
94|88
94|67
94|57
94|89
94|52
94|58
94|44
38|75
38|37
38|79
38|74
38|57
38|65
38|33
38|73
38|34
38|18
38|64
38|98
38|54
38|56
38|12
38|62
38|68
38|67
38|44
38|83
38|15
38|43
38|47
38|94
88|52
88|72
88|77
88|58
88|97
88|95
88|85
88|53
88|38
88|46
88|35
88|86
88|48
88|99
88|69
88|36
88|39
88|28
88|89
88|41
88|82
88|25
88|26
88|21
48|21
48|47
48|97
48|73
48|85
48|46
48|25
48|36
48|54
48|38
48|62
48|94
48|28
48|82
48|39
48|65
48|72
48|53
48|43
48|64
48|77
48|35
48|99
48|95
82|83
82|98
82|38
82|68
82|74
82|67
82|12
82|57
82|94
82|35
82|33
82|54
82|43
82|65
82|37
82|44
82|15
82|62
82|73
82|18
82|47
82|64
82|79
82|34
85|79
85|47
85|73
85|82
85|35
85|44
85|98
85|67
85|12
85|83
85|65
85|43
85|57
85|33
85|38
85|54
85|74
85|34
85|94
85|64
85|15
85|62
85|68
85|37
79|15
79|52
79|41
79|57
79|67
79|18
79|88
79|33
79|12
79|37
79|69
79|56
79|83
79|44
79|68
79|89
79|75
79|74
79|98
79|48
79|86
79|34
79|58
75|85
75|89
75|77
75|52
75|69
75|48
75|99
75|26
75|35
75|82
75|28
75|46
75|97
75|36
75|95
75|39
75|88
75|58
75|41
75|53
75|25
75|72
74|21
74|18
74|88
74|99
74|33
74|89
74|48
74|53
74|68
74|34
74|98
74|57
74|26
74|25
74|77
74|41
74|52
74|56
74|37
74|28
74|58
35|68
35|12
35|44
35|38
35|18
35|94
35|56
35|79
35|98
35|67
35|83
35|15
35|43
35|33
35|37
35|54
35|65
35|73
35|64
35|34
86|39
86|43
86|85
86|69
86|36
86|77
86|48
86|97
86|26
86|82
86|89
86|38
86|35
86|58
86|25
86|47
86|72
86|62
86|21
28|94
28|35
28|99
28|36
28|62
28|39
28|64
28|95
28|44
28|82
28|97
28|46
28|85
28|47
28|73
28|38
28|54
28|72
15|37
15|74
15|69
15|86
15|89
15|21
15|68
15|53
15|58
15|75
15|41
15|77
15|28
15|98
15|48
15|34
15|56
95|35
95|94
95|65
95|39
95|43
95|64
95|36
95|79
95|83
95|47
95|38
95|54
95|44
95|46
95|67
95|62
26|69
26|36
26|28
26|35
26|25
26|72
26|65
26|39
26|85
26|54
26|99
26|64
26|48
26|62
26|82
73|83
73|58
73|79
73|37
73|18
73|98
73|75
73|26
73|69
73|33
73|44
73|67
73|41
73|34
83|74
83|37
83|68
83|89
83|69
83|86
83|88
83|26
83|56
83|75
83|12
83|52
83|18
37|28
37|72
37|77
37|52
37|25
37|75
37|95
37|86
37|48
37|97
37|26
37|46
54|79
54|44
54|15
54|73
54|37
54|41
54|74
54|83
54|75
54|94
54|18
43|52
43|44
43|54
43|34
43|79
43|18
43|15
43|64
43|12
43|74
44|21
44|75
44|86
44|53
44|26
44|74
44|69
44|33
44|58
98|28
98|75
98|88
98|48
98|58
98|18
98|52
98|68
58|99
58|43
58|35
58|28
58|53
58|39
58|26
12|67
12|26
12|88
12|41
12|21
12|58
65|83
65|44
65|56
65|37
65|18
62|83
62|52
62|94
62|67
46|15
46|85
46|33
56|58
56|53
89|85
